Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
540,0,1,1,0,0,4608,2845.0,140.0,180.0,1.0,1
298,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,0
149,1,1,0,0,0,4860,830.0,125.0,360.0,1.0,1
124,1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,0
442,1,0,3,1,0,4707,1993.0,148.0,360.0,1.0,1
481,1,1,3,1,0,3095,0.0,113.0,360.0,1.0,0
185,1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1
247,1,1,1,1,0,6608,0.0,137.0,180.0,1.0,2
299,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,2
526,1,1,0,0,0,3775,0.0,110.0,360.0,1.0,1
271,1,1,0,0,0,11146,0.0,136.0,360.0,1.0,2
278,1,1,0,0,0,14583,0.0,436.0,360.0,1.0,1
31,1,0,0,0,0,3167,0.0,74.0,360.0,1.0,2
590,1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,1
522,1,1,3,0,1,5677,1424.0,100.0,360.0,1.0,0
579,1,0,0,0,0,3182,2917.0,161.0,360.0,1.0,2
470,1,1,1,0,1,3450,2079.0,162.0,360.0,1.0,1
605,1,1,0,1,0,2400,3800.0,128.0,180.0,1.0,2
114,1,0,0,0,0,5050,0.0,118.0,360.0,1.0,1
203,1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2
141,1,0,0,0,0,5417,0.0,168.0,360.0,1.0,2
349,1,1,0,0,0,2625,6250.0,187.0,360.0,1.0,0
7,1,1,3,0,0,3036,2504.0,158.0,360.0,0.0,1
533,1,0,1,0,0,11250,0.0,196.0,360.0,1.0,1
19,1,1,0,0,0,2600,3500.0,115.0,360.0,1.0,2
172,1,1,3,1,0,3522,0.0,81.0,180.0,1.0,0
467,1,1,0,0,0,16692,0.0,110.0,360.0,1.0,1
56,1,1,0,0,0,2132,1591.0,96.0,360.0,1.0,1
318,0,0,1,0,0,3541,0.0,112.0,360.0,1.0,1
346,1,1,0,1,0,3523,3230.0,152.0,360.0,0.0,0
606,1,1,1,0,0,3400,2500.0,173.0,360.0,1.0,1
332,1,0,0,0,0,2833,0.0,71.0,360.0,1.0,2
320,1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,1
49,0,0,0,0,0,4000,2275.0,144.0,360.0,1.0,1
274,1,1,2,0,0,3900,0.0,90.0,360.0,1.0,1
25,1,1,0,0,1,9560,0.0,191.0,360.0,1.0,1
388,1,1,0,0,0,2333,2417.0,136.0,360.0,1.0,2
603,1,0,0,0,0,3676,4301.0,172.0,360.0,1.0,0
220,1,1,0,0,0,2221,0.0,60.0,360.0,0.0,2
433,1,1,0,0,0,2425,2340.0,143.0,360.0,1.0,1
305,1,0,0,1,0,2000,0.0,128.0,360.0,1.0,2
245,1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2
370,0,0,0,0,1,15759,0.0,55.0,360.0,1.0,1
154,1,0,0,0,0,3254,0.0,50.0,360.0,1.0,2
126,1,1,3,0,0,23803,0.0,370.0,360.0,1.0,0
354,0,1,0,0,0,2423,505.0,130.0,360.0,1.0,1
113,0,0,1,0,1,7451,0.0,128.0,360.0,1.0,1
173,1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,1
57,1,1,0,0,0,3366,2200.0,135.0,360.0,1.0,0
331,1,0,0,0,0,2935,0.0,98.0,360.0,1.0,1
222,1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,1
17,0,0,0,0,0,3510,0.0,76.0,360.0,0.0,2
360,0,0,1,0,0,4723,0.0,81.0,360.0,1.0,1
255,0,0,3,0,0,3083,0.0,255.0,360.0,1.0,0
422,1,1,0,0,0,1820,1719.0,100.0,360.0,1.0,2
587,0,0,0,1,0,2165,0.0,70.0,360.0,1.0,1
190,1,0,0,1,0,4885,0.0,48.0,360.0,1.0,0
328,0,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2
539,1,1,3,0,0,6417,0.0,157.0,180.0,1.0,0
381,1,0,0,0,0,5941,4232.0,296.0,360.0,1.0,1
94,1,0,0,1,0,3620,0.0,25.0,120.0,1.0,1
180,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2
341,0,0,0,0,0,2378,0.0,46.0,360.0,1.0,0
338,0,0,3,1,0,1830,0.0,128.0,360.0,0.0,2
321,1,1,3,0,0,4342,189.0,124.0,360.0,1.0,1
5,1,1,2,0,1,5417,4196.0,267.0,360.0,1.0,2
45,0,0,0,0,0,3410,0.0,88.0,360.0,1.0,2
302,0,0,0,0,0,5000,0.0,132.0,360.0,1.0,0
551,1,1,1,1,0,2492,2375.0,128.0,360.0,1.0,0
521,1,0,0,0,0,2500,0.0,55.0,360.0,1.0,1
16,1,0,1,1,0,3596,0.0,100.0,240.0,1.0,2
48,0,1,0,0,0,2645,3440.0,120.0,360.0,0.0,2
593,1,1,0,0,0,3859,3300.0,142.0,180.0,1.0,0
503,1,1,1,1,0,4050,5302.0,138.0,360.0,1.0,0
3,1,1,0,1,0,2583,2358.0,120.0,360.0,1.0,2
336,1,1,1,0,0,5250,688.0,160.0,360.0,1.0,0
453,1,1,0,0,0,2483,2466.0,90.0,180.0,0.0,0
374,0,0,0,0,0,2764,1459.0,110.0,360.0,1.0,2
513,1,1,0,0,0,2130,6666.0,70.0,180.0,1.0,1
311,1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,1
225,1,1,0,0,0,3250,0.0,170.0,360.0,1.0,0
26,1,1,0,0,0,2799,2253.0,122.0,360.0,1.0,1
438,1,0,0,0,1,10416,0.0,187.0,360.0,0.0,2
263,0,0,0,0,0,7200,0.0,120.0,360.0,1.0,0
50,0,1,0,1,0,1928,1644.0,100.0,360.0,1.0,1
229,1,0,0,0,1,6400,0.0,200.0,360.0,1.0,0
37,0,1,0,0,0,3667,1459.0,144.0,360.0,1.0,1
157,1,1,1,0,0,9538,0.0,187.0,360.0,1.0,2
237,0,0,0,0,1,3463,0.0,122.0,360.0,1.0,2
588,1,0,0,0,0,4750,0.0,94.0,360.0,1.0,1
175,1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,0
515,1,1,3,0,0,3466,3428.0,150.0,360.0,1.0,0
506,1,1,0,0,0,20833,6667.0,480.0,360.0,1.0,2
194,1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0
517,1,1,0,1,0,3074,1800.0,123.0,360.0,0.0,1
335,1,1,0,0,1,5503,4490.0,70.0,360.0,1.0,1
592,1,0,3,0,1,9357,0.0,292.0,360.0,1.0,1
523,1,1,2,0,1,7948,7166.0,480.0,360.0,1.0,0
67,1,1,1,0,0,10750,0.0,312.0,360.0,1.0,2
329,0,0,0,0,0,2500,0.0,67.0,360.0,1.0,2
168,1,0,0,0,0,2237,0.0,63.0,480.0,0.0,1
334,1,1,1,0,1,9833,1833.0,182.0,180.0,1.0,2
162,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1
309,1,1,2,1,0,7667,0.0,185.0,360.0,1.0,0
193,1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1
152,1,0,0,0,0,9166,0.0,244.0,360.0,1.0,2
357,1,1,1,0,0,3875,0.0,67.0,360.0,1.0,2
444,1,1,0,0,0,7333,8333.0,175.0,300.0,1.0,0
501,0,0,0,0,0,3159,0.0,100.0,360.0,1.0,1
531,1,1,3,0,0,4281,0.0,100.0,360.0,1.0,2
103,1,1,0,0,0,4652,3583.0,128.0,360.0,1.0,1
404,0,0,0,0,1,7441,0.0,194.0,360.0,1.0,0
74,1,1,3,0,1,5266,1774.0,187.0,360.0,1.0,1
436,1,0,0,0,0,1926,1851.0,50.0,360.0,1.0,1
591,1,1,2,0,1,6000,0.0,205.0,240.0,1.0,1
119,0,0,0,0,0,10408,0.0,259.0,360.0,1.0,2
400,1,1,2,1,0,2889,0.0,45.0,180.0,0.0,2
423,1,1,1,0,0,7250,1667.0,110.0,360.0,0.0,2
497,1,1,0,0,0,4625,2857.0,111.0,12.0,1.0,2
207,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0
344,1,1,2,0,0,2583,2330.0,125.0,360.0,1.0,0
364,1,0,0,0,1,6822,0.0,141.0,360.0,1.0,0
352,1,1,3,0,0,2666,2083.0,95.0,360.0,1.0,0
524,1,0,0,0,0,4680,2087.0,128.0,360.0,1.0,1
8,1,1,2,0,0,4006,1526.0,168.0,360.0,1.0,2
390,1,0,3,0,0,9167,0.0,185.0,360.0,1.0,0
36,1,1,0,0,0,1828,1330.0,100.0,360.0,0.0,2
139,1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,0
253,1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,1
303,1,1,1,0,0,1625,1803.0,96.0,360.0,1.0,2
403,0,0,0,1,0,1963,0.0,53.0,360.0,1.0,1
59,1,1,2,1,0,3357,2859.0,144.0,360.0,1.0,2
111,0,1,0,0,0,2929,2333.0,139.0,360.0,1.0,1
365,1,0,0,1,0,6216,0.0,133.0,360.0,1.0,0
375,1,1,0,0,0,4817,923.0,120.0,180.0,1.0,2
563,1,0,0,1,1,5800,0.0,132.0,360.0,1.0,1
262,0,0,1,0,0,3481,0.0,155.0,36.0,1.0,1
586,1,1,0,0,0,2297,1522.0,104.0,360.0,1.0,2
297,0,1,1,0,0,4666,0.0,135.0,360.0,1.0,2
150,1,0,0,0,0,6277,0.0,118.0,360.0,0.0,0
266,1,1,2,0,0,4708,1387.0,150.0,360.0,1.0,1
530,1,1,0,0,0,1025,5500.0,216.0,360.0,1.0,0
542,0,0,1,0,0,3652,0.0,95.0,360.0,1.0,1
38,1,0,0,0,0,4166,7210.0,184.0,360.0,1.0,2
447,1,1,0,0,0,3539,1376.0,55.0,360.0,1.0,0
307,0,0,0,0,0,2400,1863.0,104.0,360.0,0.0,2
198,0,1,0,0,0,3416,2816.0,113.0,360.0,1.0,1
480,0,0,0,1,0,4350,0.0,154.0,360.0,1.0,0
367,1,0,0,0,0,5124,0.0,124.0,360.0,0.0,0
146,0,1,2,0,0,14866,0.0,70.0,360.0,1.0,2
486,1,0,2,0,0,3547,0.0,80.0,360.0,0.0,0
544,0,1,0,1,0,3017,663.0,102.0,360.0,1.0,1
147,1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,2
434,1,0,0,0,0,3750,0.0,100.0,360.0,1.0,2
348,1,1,0,0,0,6333,4583.0,259.0,360.0,1.0,1
325,1,1,1,0,1,8666,4983.0,376.0,360.0,0.0,0
405,0,0,0,0,0,4547,0.0,115.0,360.0,1.0,1
123,1,1,2,0,0,2957,0.0,81.0,360.0,1.0,1
516,0,1,2,0,0,2031,1632.0,113.0,480.0,1.0,1
96,0,1,0,0,0,2484,2302.0,137.0,360.0,1.0,1
143,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1
239,1,1,1,0,0,3315,0.0,96.0,360.0,1.0,1
554,1,1,0,0,0,3593,4266.0,132.0,180.0,0.0,0
97,1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1
371,1,1,2,0,0,5185,0.0,155.0,360.0,1.0,1
324,1,1,3,0,0,15000,0.0,300.0,360.0,1.0,0
279,0,1,0,1,0,4100,0.0,124.0,360.0,1.0,0
293,0,0,0,0,0,5417,0.0,143.0,480.0,0.0,2
493,0,0,0,1,1,17263,0.0,225.0,360.0,1.0,1
122,0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1
183,1,1,1,0,0,33846,0.0,260.0,360.0,1.0,1
202,1,1,3,1,0,3992,0.0,128.0,180.0,1.0,2
323,0,0,0,0,0,3166,2985.0,132.0,360.0,1.0,0
246,1,1,2,0,0,9703,0.0,112.0,360.0,1.0,2
432,1,0,0,0,0,12876,0.0,405.0,360.0,1.0,1
420,1,1,0,0,0,5829,0.0,138.0,360.0,1.0,0
494,1,1,0,0,0,3597,2157.0,119.0,360.0,0.0,0
424,1,1,0,0,0,14880,0.0,96.0,360.0,1.0,1
541,0,0,0,0,0,2138,0.0,99.0,360.0,0.0,1
402,1,0,0,0,0,2500,20000.0,103.0,360.0,1.0,1
125,0,0,0,0,0,3692,0.0,93.0,360.0,1.0,0
546,1,0,0,1,0,3358,0.0,80.0,36.0,1.0,1
561,0,1,1,0,1,19484,0.0,600.0,360.0,1.0,1
223,1,1,0,0,0,7578,1010.0,175.0,360.0,1.0,1
342,1,1,1,1,0,4554,1229.0,158.0,360.0,1.0,2
53,1,1,2,0,0,4616,0.0,134.0,360.0,1.0,2
219,0,1,2,0,0,4283,2383.0,127.0,360.0,1.0,1
129,1,1,0,0,0,6080,2569.0,182.0,360.0,1.0,0
555,1,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1
407,0,0,0,1,0,2213,0.0,66.0,360.0,1.0,0
463,0,0,1,1,0,5191,0.0,132.0,360.0,1.0,1
557,1,1,3,0,1,10139,0.0,260.0,360.0,1.0,1
409,1,1,3,0,0,81000,0.0,360.0,360.0,0.0,0
500,0,0,0,0,0,645,3683.0,113.0,480.0,1.0,0
416,0,0,1,0,0,2600,0.0,160.0,360.0,1.0,2
386,1,0,0,1,0,2346,1600.0,132.0,360.0,1.0,1
594,1,1,0,0,1,16120,0.0,260.0,360.0,1.0,2
294,1,1,0,0,0,2383,3334.0,172.0,360.0,1.0,1
267,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,2
477,1,1,2,0,0,2873,1872.0,132.0,360.0,0.0,1
429,1,0,0,1,0,2717,0.0,60.0,180.0,1.0,2
112,1,1,0,1,0,3572,4114.0,152.0,360.0,0.0,0
179,1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,2
612,1,1,2,0,0,7583,0.0,187.0,360.0,1.0,2
552,1,1,1,0,0,3333,3250.0,158.0,360.0,1.0,2
465,1,0,0,0,0,6000,0.0,140.0,360.0,1.0,0
373,1,0,1,0,0,3062,1987.0,111.0,180.0,0.0,2
314,1,1,0,0,0,2473,1843.0,159.0,360.0,1.0,0
151,1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,0
507,1,0,0,0,0,3583,0.0,96.0,360.0,1.0,2
233,0,0,0,0,0,8333,0.0,280.0,360.0,1.0,1
306,0,0,0,0,0,3762,1666.0,135.0,360.0,1.0,0
441,1,1,0,0,0,7901,1833.0,180.0,360.0,1.0,0
164,1,1,0,0,0,9323,0.0,75.0,180.0,1.0,2
317,1,1,0,0,0,2058,2134.0,88.0,360.0,1.0,2
136,0,1,0,0,0,4583,0.0,84.0,360.0,1.0,0
410,0,0,1,1,1,3867,0.0,62.0,360.0,1.0,1
197,0,0,0,1,0,1907,2365.0,120.0,360.0,1.0,2
596,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,0
258,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,0
232,1,0,0,1,0,3189,2598.0,120.0,360.0,1.0,0
115,1,1,1,0,0,14583,0.0,185.0,180.0,1.0,0
120,1,1,0,0,0,5667,2667.0,180.0,360.0,1.0,0
490,1,0,0,1,0,2699,2785.0,96.0,360.0,1.0,1
376,1,1,3,0,0,8750,4996.0,130.0,360.0,1.0,0
384,1,1,2,0,0,4566,0.0,100.0,360.0,1.0,2
224,1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1
581,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,2
472,1,1,3,0,0,4691,0.0,100.0,360.0,1.0,1
347,1,1,2,1,0,3083,2168.0,126.0,360.0,1.0,2
127,1,0,0,0,0,3865,1640.0,128.0,360.0,1.0,0
604,0,1,1,0,0,12000,0.0,496.0,360.0,1.0,1
445,1,1,1,0,1,3466,1210.0,130.0,360.0,1.0,0
285,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,0
565,1,1,0,1,0,4467,0.0,120.0,360.0,1.0,0
43,1,1,0,0,0,3941,2336.0,134.0,360.0,1.0,1
107,1,0,0,1,0,7333,0.0,120.0,360.0,1.0,0
518,1,0,0,0,0,4683,1915.0,185.0,360.0,1.0,1
483,1,1,0,0,0,10833,0.0,234.0,360.0,1.0,1
133,1,1,0,0,1,3459,0.0,25.0,120.0,1.0,1
440,1,0,0,0,0,3660,5064.0,187.0,360.0,1.0,1
511,1,1,1,0,0,6065,2004.0,250.0,360.0,1.0,1
44,1,1,0,1,1,4695,0.0,96.0,360.0,1.0,2
169,1,1,2,0,0,8000,0.0,200.0,360.0,1.0,1
65,1,1,0,0,0,5726,4595.0,258.0,360.0,1.0,1
283,0,0,0,0,0,1811,1666.0,54.0,360.0,1.0,2
85,1,0,0,0,0,2366,2531.0,136.0,360.0,1.0,1
242,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,2
186,1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0
326,1,0,0,0,0,4917,0.0,130.0,360.0,0.0,0
159,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1
12,1,1,2,0,0,3073,8106.0,200.0,360.0,1.0,2
35,1,1,0,0,0,2275,2067.0,128.0,360.0,1.0,2
28,1,0,0,1,0,1442,0.0,35.0,360.0,1.0,2
170,1,1,0,1,0,1820,1769.0,95.0,360.0,1.0,0
142,1,0,0,0,1,6950,0.0,175.0,180.0,1.0,1
236,1,1,0,0,0,5746,0.0,255.0,360.0,1.0,2
479,1,1,2,0,0,2947,1603.0,128.0,360.0,1.0,2
512,1,1,2,0,0,3283,2035.0,148.0,360.0,1.0,2
221,1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,1
556,0,0,0,0,0,2667,1625.0,84.0,360.0,1.0,2
95,1,0,0,0,0,6782,0.0,128.0,360.0,1.0,2
51,0,0,0,0,0,3086,0.0,120.0,360.0,1.0,1
240,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,0
532,1,0,2,0,0,3588,0.0,110.0,360.0,0.0,0
351,1,0,0,0,0,8750,4167.0,308.0,360.0,1.0,0
528,1,0,1,1,0,2679,1302.0,94.0,360.0,1.0,1
178,1,1,1,0,0,3750,0.0,116.0,360.0,1.0,1
460,1,1,0,0,1,2083,4083.0,160.0,360.0,1.0,1
538,1,1,0,1,0,2917,536.0,66.0,360.0,1.0,0
41,1,0,0,0,0,1800,1213.0,47.0,360.0,1.0,2
567,1,1,3,0,0,3400,2500.0,123.0,360.0,0.0,0
534,0,0,0,1,1,18165,0.0,125.0,360.0,1.0,2
206,0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2
392,1,1,0,0,0,2583,2115.0,120.0,360.0,1.0,2
282,1,1,2,0,0,2301,985.7999878,78.0,180.0,1.0,2
358,1,1,0,1,0,3000,1666.0,100.0,480.0,0.0,2
397,1,1,0,0,0,3033,1459.0,95.0,360.0,1.0,2
254,1,0,0,0,1,16250,0.0,192.0,360.0,0.0,2
217,1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1
4,1,0,0,0,0,6000,0.0,141.0,360.0,1.0,2
256,1,0,0,1,0,6045,0.0,115.0,360.0,0.0,0
576,1,1,0,0,0,3087,2210.0,136.0,360.0,0.0,1
545,1,1,0,0,0,2768,1950.0,155.0,360.0,1.0,0
430,0,0,1,0,1,8624,0.0,150.0,360.0,1.0,1
100,1,1,2,1,0,4288,3263.0,133.0,180.0,1.0,2
226,1,1,0,1,1,4735,0.0,138.0,360.0,1.0,2
448,1,1,2,0,0,3340,1710.0,150.0,360.0,0.0,0
559,0,1,0,0,0,4180,2306.0,182.0,360.0,1.0,1
585,1,1,1,0,0,4283,3000.0,172.0,84.0,1.0,0
213,1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0
359,1,1,3,0,0,5167,3167.0,200.0,360.0,1.0,1
171,1,1,3,0,0,51763,0.0,700.0,300.0,1.0,2
98,1,1,0,1,0,4188,0.0,115.0,180.0,1.0,1
292,1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,2
215,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1
61,1,1,3,0,0,3029,0.0,99.0,360.0,1.0,2
406,1,1,0,1,0,2167,2400.0,115.0,360.0,1.0,2
502,1,1,2,0,0,4865,5624.0,208.0,360.0,1.0,1
47,1,1,0,0,0,5821,0.0,144.0,360.0,1.0,2
32,1,0,1,0,1,4692,0.0,106.0,360.0,1.0,0
200,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1
134,1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1
27,1,1,2,1,0,4226,1040.0,110.0,360.0,1.0,2
536,1,1,0,0,0,6133,3906.0,324.0,360.0,1.0,2
230,1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1
489,1,0,0,0,0,2435,0.0,75.0,360.0,1.0,2
378,1,0,0,0,0,3069,0.0,71.0,480.0,1.0,2
288,0,0,0,0,0,4124,0.0,115.0,360.0,1.0,1
418,1,1,0,0,0,1025,2773.0,112.0,360.0,1.0,0
391,1,1,3,0,0,9504,0.0,275.0,360.0,1.0,0
498,1,1,1,0,1,2895,0.0,95.0,360.0,1.0,1
138,1,0,0,0,0,14999,0.0,242.0,360.0,0.0,1
62,1,1,0,1,1,2609,3449.0,165.0,180.0,0.0,0
471,1,1,1,1,0,2653,1500.0,113.0,180.0,0.0,0
128,1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,2
597,1,0,0,0,0,2987,0.0,88.0,360.0,0.0,1
520,1,1,2,1,0,2192,1742.0,45.0,360.0,1.0,1
64,0,0,0,0,0,4166,0.0,116.0,360.0,0.0,1
14,1,1,2,0,0,1299,1086.0,17.0,120.0,1.0,2
